Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
2021-11-30,The Villa Care Centre,1101,Midland,SIMCOE-MUSKOKA,1,1
2021-11-30,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,1,1
2021-11-30,Victoria Village Manor,2914,Barrie,SIMCOE-MUSKOKA,1,1
2021-11-30,Woods Park Care Centre,2821,Barrie,SIMCOE-MUSKOKA,1,1
2021-11-30,Bobier Villa,M603,Dutton,SOUTH WEST,0.98,0.98
2021-11-30,Caressant Care on Mary Bucke,2627,St. Thomas,SOUTH WEST,0.99,0.96
2021-11-30,Caressant Care Woodstock Nursing Home,2636,Woodstock,SOUTH WEST,0.99,0.99
2021-11-30,Chartwell Aylmer Long Term Care Residence,2740,Aylmer,SOUTH WEST,1,1
2021-11-30,Elgin Manor,M518,St. Thomas,SOUTH WEST,0.99,0.99
2021-11-30,Extendicare Port Stanley,2669,Port Stanley,SOUTH WEST,1,1
2021-11-30,Maple Manor Nursing Home,1049,Tillsonburg,SOUTH WEST,1,1
2021-11-30,peopleCare Tavistock,2614,Tavistock,SOUTH WEST,1,1
2021-11-30,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,1,1
2021-11-30,Terrace Lodge,M583,Aylmer,SOUTH WEST,1,1
2021-11-30,The Maples Home for Seniors,2093,Tavistock,SOUTH WEST,0.99,0.97
2021-11-30,Valleyview Home,M628,St. Thomas,SOUTH WEST,1,1
2021-11-30,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,1,1
2021-11-30,Woodingford Lodge - Tillsonburg,M615,Tillsonburg,SOUTH WEST,1,1
2021-11-30,Woodingford Lodge - Woodstock,M632,Woodstock,SOUTH WEST,1,1
2021-11-30,Elizabeth Centre,2868,Val Caron,SUDBURY,1,1
2021-11-30,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap),2755,Espanola,SUDBURY,1,1
2021-11-30,Espanola General Hospital (operating as Espanola Nursing Home-LTC),2932,Espanola,SUDBURY,1,1
2021-11-30,Extendicare Falconbridge,2590,Sudbury,SUDBURY,0.96,0.96
2021-11-30,Extendicare York,2604,Sudbury,SUDBURY,1,1
2021-11-30,Finlandia Hoivakoti Nursing Home,2829,Sudbury,SUDBURY,0.99,0.99
2021-11-30,Manitoulin Centennial Manor Home for the Aged,M553,Little Current,SUDBURY,0.97,0.97
2021-11-30,Manitoulin Lodge,2667,Gore Bay,SUDBURY,1,1
2021-11-30,Pioneer Manor,M566,Sudbury,SUDBURY,1,0.98
2021-11-30,St. Gabriel's Villa of Sudbury,3039,Chelmsford,SUDBURY,1,0.97
2021-11-30,"St. Joseph's Villa, Sudbury",2913,Sudbury,SUDBURY,1,0.98
2021-11-30,The Bignucolo Residence,2864,Chapleau,SUDBURY,1,0.97
2021-11-30,Wikwemikong Nursing Home,1856,Wikwemikong,SUDBURY,0.98,0.97
2021-11-30,Bethammi Nursing Home,2687,Thunder Bay,THUNDER BAY,0.99,0.98
2021-11-30,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,1,0.95
2021-11-30,Hogarth Riverview Manor,2923,Thunder Bay,THUNDER BAY,0.95,0.94
2021-11-30,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,1,1
2021-11-30,Pioneer Ridge,M599,Thunder Bay,THUNDER BAY,1,0.99
2021-11-30,Santé Manitouwadge Health,2810,Thunder Bay,THUNDER BAY,1,1
2021-11-30,Southbridge Lakehead,1159,Thunder Bay,THUNDER BAY,1,1
2021-11-30,Southbridge Pinewood,2962,Thunder Bay,THUNDER BAY,1,1
2021-11-30,Southbridge Roseview,2866,Thunder Bay,THUNDER BAY,0.99,0.99
2021-11-30,Wilkes Terrace,3040,Terrace Bay,THUNDER BAY,1,1
2021-11-30,Extendicare Kirkland Lake,2670,Kirkland Lake,TIMISKAMING,1,1
2021-11-30,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.98,0.98
2021-11-30,Northview Nursing Home,2585,Englehart,TIMISKAMING,1,0.96
2021-11-30,Teck Pioneer Residence,M619,Kirkland Lake,TIMISKAMING,0.99,0.98
2021-11-30,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,1,1
2021-11-30,Altamont Care Community,956,Scarborough,TORONTO,1,0.99
2021-11-30,Apotex The Jewish Home for the Aged,2824,Toronto,TORONTO,1,0.99
2021-11-30,Belmont House,2985,Toronto,TORONTO,1,0.99
2021-11-30,Bendale Acres,M504,Scarborough,TORONTO,1,1
2021-11-30,Carefree Lodge,M596,North York,TORONTO,0.97,0.94
2021-11-30,Castleview Wychwood Towers,M510,Toronto,TORONTO,0.99,0.98
2021-11-30,Cedarvale Terrace,2591,Toronto,TORONTO,1,1
2021-11-30,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,1,0.99
2021-11-30,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,TORONTO,1,0.99
2021-11-30,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,TORONTO,1,1
2021-11-30,Chartwell White Eagle Long Term Care Residence,2583,Toronto,TORONTO,1,1
2021-11-30,Chester Village,2970,Toronto,TORONTO,1,1
2021-11-30,Copernicus Lodge,2937,Toronto,TORONTO,1,0.95
2021-11-30,Craiglee Nursing Home,2503,Scarborough,TORONTO,1,1
2021-11-30,Cummer Lodge,M512,North York,TORONTO,0.97,0.96
2021-11-30,Deerwood Creek Care Community,2837,Etobicoke,TORONTO,1,0.98
2021-11-30,Dom Lipa,2794,Etobicoke,TORONTO,1,1
2021-11-30,Downsview Long Term Care Centre,1041,North York,TORONTO,1,0.98
2021-11-30,Eatonville Care Centre,2468,Etobicoke,TORONTO,1,1
2021-11-30,Ehatare Nursing Home,2804,Scarborough,TORONTO,1,0.97
2021-11-30,Elm Grove Living Centre,2515,Toronto,TORONTO,0.99,0.99
2021-11-30,Extendicare Bayview,2460,North York,TORONTO,1,1
2021-11-30,Extendicare Guildwood,2164,Scarborough,TORONTO,1,1
2021-11-30,Extendicare Rouge Valley,2883,Toronto,TORONTO,0.99,0.99
2021-11-30,Extendicare Scarborough,2117,Scarborough,TORONTO,1,1
2021-11-30,Fairview Nursing Home,2723,Toronto,TORONTO,1,1
2021-11-30,Fieldstone Commons Care Community,2906,Scarborough,TORONTO,1,1
2021-11-30,Fountain View Care Community,2836,Toronto,TORONTO,1,1
2021-11-30,Fudger House,M524,Toronto,TORONTO,1,0.99
2021-11-30,Garden Court Nursing Home,1133,Toronto,TORONTO,0.97,0.97
2021-11-30,Harmony Hills Care Community,2832,Toronto,TORONTO,1,1
2021-11-30,Harold and Grace Baker Centre,2732,Toronto,TORONTO,0.99,0.99
2021-11-30,Hawthorne Place Care Centre,2586,North York,TORONTO,1,0.99
2021-11-30,Hellenic Care for Seniors (Toronto),2798,Toronto,TORONTO,1,1
2021-11-30,Hellenic Home - Scarborough,2941,Scarborough,TORONTO,1,1
2021-11-30,Humber Valley Terrace,2716,Etobicoke,TORONTO,1,1
2021-11-30,Ina Grafton Gage Home,3034,Scarborough,TORONTO,1,0.97
2021-11-30,Isabel and Arthur Meighen Manor,3031,Toronto,TORONTO,1,1
2021-11-30,Ivan Franko Home (Etobicoke),C530,Toronto,TORONTO,1,1
2021-11-30,Kennedy Lodge,2654,Scarborough,TORONTO,1,1
2021-11-30,Kipling Acres,M545,Etobicoke,TORONTO,1,0.98
2021-11-30,Labdara Lithuanian Nursing Home,2860,Etobicoke,TORONTO,1,0.93
2021-11-30,Lakeshore Lodge,M595,Toronto,TORONTO,0.98,0.95
2021-11-30,Lakeside Long Term Care Centre,2929,Toronto,TORONTO,1,1
2021-11-30,Main Street Terrace,2589,Toronto,TORONTO,1,1
2021-11-30,Maynard Nursing Home,2211,Toronto,TORONTO,1,1
2021-11-30,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,TORONTO,0.98,0.98
2021-11-30,Midland Gardens Care Community,2789,Scarborough,TORONTO,0.99,0.98
2021-11-30,Mon Sheong Home for the Aged,3002,Toronto,TORONTO,1,1
2021-11-30,Mon Sheong Scarborough Long Term Care Centre,2944,Scarborough,TORONTO,1,1
2021-11-30,Nisbet Lodge,3003,Toronto,TORONTO,1,1
2021-11-30,Norfinch Care Community,2918,North York,TORONTO,1,1
2021-11-30,North Park Nursing Home,909,North York,TORONTO,1,1
2021-11-30,Norwood Nursing Home,2201,Toronto,TORONTO,1,1
2021-11-30,Providence Healthcare,3006,Toronto,TORONTO,1,1
2021-11-30,Rockcliffe Care Community,2131,Scarborough,TORONTO,1,1
2021-11-30,Rose of Sharon Korean Long Term Care,3038,Toronto,TORONTO,1,1
2021-11-30,Seniors' Health Centre,2744,North York,TORONTO,1,1
2021-11-30,Seven Oaks,M571,Scarborough,TORONTO,1,0.99
2021-11-30,Shepherd Lodge,2782,Toronto,TORONTO,1,1
2021-11-30,Sherbourne Place,2754,Toronto,TORONTO,1,0.99
2021-11-30,St. Clair O'Connor Community Nursing Home,2719,Toronto,TORONTO,1,0.98
2021-11-30,St. George Care Community,2594,Toronto,TORONTO,1,1
2021-11-30,Suomi-Koti Toronto Nursing Home,2792,Toronto,TORONTO,1,1
2021-11-30,Tendercare Living Centre,2649,Scarborough,TORONTO,1,1
2021-11-30,The Heritage Nursing Home,2582,Toronto,TORONTO,1,1
2021-11-30,The Kensington Gardens,2852,Toronto,TORONTO,1,1
2021-11-30,The O'Neill Centre,2631,Toronto,TORONTO,1,1
2021-11-30,The Village of Humber Heights,2957,Etobicoke,TORONTO,0.99,0.99
2021-11-30,The Wexford,3021,Scarborough,TORONTO,1,1
2021-11-30,Thompson House,3017,North York,TORONTO,0.99,0.99
2021-11-30,Tony Stacey Centre for Veterans' Care,3001,Toronto,TORONTO,1,1
2021-11-30,True Davidson Acres,M586,Toronto,TORONTO,0.99,0.98
2021-11-30,Ukrainian Canadian Care Centre,2809,Etobicoke,TORONTO,0.99,0.96
2021-11-30,Valleyview Residence,2954,North York,TORONTO,1,0.98
2021-11-30,Villa Colombo Homes for the Aged,3020,Toronto,TORONTO,1,1
2021-11-30,Wellesley Central Place,2959,Toronto,TORONTO,1,1
2021-11-30,Wesburn Manor,M612,Etobicoke,TORONTO,1,1
2021-11-30,West Park Long Term Care Centre,2848,Toronto,TORONTO,1,1
2021-11-30,Weston Terrace Care Community,2874,Toronto,TORONTO,0.99,0.99
2021-11-30,Westside,2663,Etobicoke,TORONTO,1,1
2021-11-30,Yee Hong Centre - Scarborough Finch,2934,Scarborough,TORONTO,1,1
2021-11-30,Yee Hong Centre - Scarborough McNicoll,2801,Scarborough,TORONTO,1,1
2021-11-30,Cambridge Country Manor,2651,Cambridge,WATERLOO,1,1
2021-11-30,Chartwell Elmira Long Term Care Residence,2471,Elmira,WATERLOO,1,1
2021-11-30,Chartwell Westmount Long Term Care Residence,2880,Kitchener,WATERLOO,1,1
2021-11-30,Columbia Forest,2856,Waterloo,WATERLOO,1,1
2021-11-30,Derbecker's Heritage House,2134,St. Jacobs,WATERLOO,1,1
2021-11-30,Fairview Mennonite Home,2992,Cambridge,WATERLOO,1,1
2021-11-30,Forest Heights,2707,Kitchener,WATERLOO,1,0.98
2021-11-30,Golden Years Nursing Home,1033,Cambridge,WATERLOO,1,1
2021-11-30,Lanark Heights Long Term Care Centre,2917,Kitchener,WATERLOO,1,1
2021-11-30,Nithview Home,3004,New Hamburg,WATERLOO,0.99,0.98
2021-11-30,Parkwood Mennonite Home,2952,Waterloo,WATERLOO,1,1
2021-11-30,peopleCare A.R. Goudie Kitchener,2990,Kitchener,WATERLOO,1,1
2021-11-30,peopleCare Hilltop Manor Cambridge,2606,Cambridge,WATERLOO,1,1
2021-11-30,Pinehaven Nursing Home,2805,Waterloo,WATERLOO,1,1
2021-11-30,Riverbend Place,2753,Cambridge,WATERLOO,1,0.99
2021-11-30,Saint Luke's Place,3014,Cambridge,WATERLOO,1,0.99
2021-11-30,St. Andrew's Terrace Long Term Care Community,2926,Cambridge,WATERLOO,1,1
2021-11-30,Stirling Heights,2863,Cambridge,WATERLOO,1,1
2021-11-30,Sunnyside Home,M578,Kitchener,WATERLOO,1,0.96
2021-11-30,The Village at University Gates,3048,Waterloo,WATERLOO,1,0.99
2021-11-30,The Village of Winston Park,2783,Kitchener,WATERLOO,1,1
2021-11-30,Trinity Village Care Centre,2580,Kitchener,WATERLOO,1,1
2021-11-30,Twin Oaks of Maryhill,2752,Maryhill,WATERLOO,1,1
2021-11-30,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Caressant Care Arthur Nursing Home,2748,Arthur,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Dufferin Oaks,M516,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,0.99
2021-11-30,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Morriston Park Nursing Home,2727,Puslinch,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Royal Terrace,2767,Palmerston,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Shelburne Long Term Care Home,2762,Shelburne,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.99,0.98
2021-11-30,Strathcona Long Term Care,3051,Mount Forest,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Wellington Terrace Long-Term Care Home,M629,Fergus,WELLINGTON-DUFFERIN-GUELPH,1,1
2021-11-30,Banwell Gardens Care Centre,2263,Tecumseh,WINDSOR-ESSEX,1,1
2021-11-30,Berkshire Care Centre,2541,Windsor,WINDSOR-ESSEX,1,1
2021-11-30,Brouillette Manor,2301,Tecumseh,WINDSOR-ESSEX,1,1
2021-11-30,Chartwell Royal Oak Long Term Care Residence,2939,Kingsville,WINDSOR-ESSEX,1,1
2021-11-30,Chateau Park Long Term Care Home,2712,Windsor,WINDSOR-ESSEX,1,1
2021-11-30,Country Village Homes - Woodslee,2576,Woodslee,WINDSOR-ESSEX,0.98,0.98
2021-11-30,Extendicare Southwood Lakes,2842,Windsor,WINDSOR-ESSEX,1,1
2021-11-30,Extendicare Tecumseh,2904,Tecumseh,WINDSOR-ESSEX,0.99,0.99
2021-11-30,Franklin Gardens Long Term Care Home,2602,Leamington,WINDSOR-ESSEX,1,1
2021-11-30,Heron Terrace Long Term Care Community,2898,Windsor,WINDSOR-ESSEX,1,1
2021-11-30,Huron Lodge Long Term Care Home,M631,Windsor,WINDSOR-ESSEX,0.99,0.99
2021-11-30,Iler Lodge,2129,Essex,WINDSOR-ESSEX,1,1
2021-11-30,Leamington Mennonite Home Long Term Care Residence,3035,Leamington,WINDSOR-ESSEX,1,1
2021-11-30,Regency Park Long Term Care Home,2760,Windsor,WINDSOR-ESSEX,1,1
2021-11-30,Richmond Terrace,1149,Amherstburg,WINDSOR-ESSEX,1,0.99
2021-11-30,Riverside Place,2972,Windsor,WINDSOR-ESSEX,1,1
2021-11-30,Sun Parlor Home for Senior Citizens,M579,Leamington,WINDSOR-ESSEX,1,1
2021-11-30,The Village at St. Clair,3046,Windsor,WINDSOR-ESSEX,1,1
2021-11-30,The Village of Aspen Lake,3037,Windsor,WINDSOR-ESSEX,1,0.99
2021-11-30,Bethany Lodge,2986,Markham,YORK REGION,0.99,0.99
2021-11-30,Bloomington Cove Care Community,2697,Stouffville,YORK REGION,1,1
2021-11-30,Cedarvale Lodge Retirement and Care Community,2769,Keswick,YORK REGION,1,1
2021-11-30,Chartwell Aurora Long Term Care Residence,2630,Aurora,YORK REGION,1,1
2021-11-30,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,YORK REGION,1,0.99
2021-11-30,Chartwell Woodhaven Long Term Care Residence,2888,Markham,YORK REGION,1,1
2021-11-30,Eagle Terrace,2240,Newmarket,YORK REGION,0.99,0.99
2021-11-30,Elginwood,2869,Richmond Hill,YORK REGION,1,1
2021-11-30,King City Lodge Nursing Home,2113,King City,YORK REGION,1,1
2021-11-30,Kristus Darzs Latvian Home,2997,Woodbridge,YORK REGION,1,1
2021-11-30,Langstaff Square Care Community,2907,Richmond Hill,YORK REGION,1,0.99
2021-11-30,MacKenzie Place,2825,Newmarket,YORK REGION,1,1
2021-11-30,Mariann Home,2619,Richmond Hill,YORK REGION,1,1
2021-11-30,Markhaven,2924,Markham,YORK REGION,1,1
2021-11-30,Mon Sheong Richmond Hill Long Term Care Centre,2897,Richmond Hill,YORK REGION,1,1
2021-11-30,Mon Sheong Stouffville Long-Term Care Centre,3055,Whitchurch-Stouffville,YORK REGION,1,1
2021-11-30,Parkview Home Long-Term Care,2968,Stouffville,YORK REGION,1,1
2021-11-30,River Glen Haven Nursing Home,1021,Sutton West,YORK REGION,1,0.98
2021-11-30,Sherwood Court Long Term Care Centre,2894,Maple,YORK REGION,0.99,0.99
2021-11-30,Southlake Residential Care Village,2955,Newmarket,YORK REGION,1,0.99
2021-11-30,The Willows Estate Nursing Home,2174,Aurora,YORK REGION,1,1
2021-11-30,Union Villa,3018,Unionville,YORK REGION,0.99,0.98
2021-11-30,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,YORK REGION,0.99,0.99
2021-11-30,Villa Leonardo Gambin,2947,Woodbridge,YORK REGION,1,1
2021-11-30,Woodbridge Vista Care Community,2945,Woodbridge,YORK REGION,1,1
2021-11-30,Yee Hong Centre - Markham,2876,Markham,YORK REGION,1,1
2021-11-30,York Region Maple Health Centre,M605,Maple,YORK REGION,1,1
2021-11-30,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,1,1
2021-12-31,Algoma Manor Nursing Home,3041,Thessalon,ALGOMA,1,1
2021-12-31,Cedarwood Lodge,7093,Sault Ste. Marie,ALGOMA,1,1
2021-12-31,Extendicare Maple View,3043,Sault Ste. Marie,ALGOMA,1,1
2021-12-31,Extendicare Van Daele,2609,Sault Ste. Marie,ALGOMA,0.97,0.97
2021-12-31,F. J. Davey Home,2936,Sault Ste. Marie,ALGOMA,1,1
2021-12-31,Lady Dunn Health Centre (Wawa),2875,Wawa,ALGOMA,1,1
2021-12-31,Mauno Kaihla Koti,2780,Sault Ste. Marie,ALGOMA,1,1
2021-12-31,North Shore Health Network - Eldcap Unit,2795,Blind River,ALGOMA,1,1
2021-12-31,North Shore Health Network - LTC Unit,2865,Blind River,ALGOMA,1,1
2021-12-31,St. Joseph's Manor,2877,Elliot Lake,ALGOMA,1,1
2021-12-31,Brierwood Gardens LTC,2678,Brantford,BRANT,0.99,0.98
2021-12-31,Fox Ridge Care Community,2570,Brantford,BRANT,1,1
2021-12-31,Hardy Terrace,2720,Brantford,BRANT,1,1
2021-12-31,Iroquois Lodge Nursing Home,2724,Ohsweken,BRANT,1,1
2021-12-31,John Noble Home,M544,Brantford,BRANT,1,1
2021-12-31,Park Lane Terrace,2779,Paris,BRANT,1,0.99
2021-12-31,St. Joseph's Lifecare Centre,2976,Brantford,BRANT,0.97,0.97
2021-12-31,Telfer Place,2742,Paris,BRANT,1,1
2021-12-31,Blenheim Community Village,2695,Blenheim,CHATHAM-KENT,1,1
2021-12-31,Copper Terrace,1115,Chatham,CHATHAM-KENT,0.99,0.99
2021-12-31,Fairfield Park,2823,Wallaceburg,CHATHAM-KENT,1,1
2021-12-31,Meadow Park Nursing Home (Chatham),2685,Chatham,CHATHAM-KENT,1,1
2021-12-31,Riverview Gardens,M626,Chatham,CHATHAM-KENT,1,1
2021-12-31,Tilbury Manor Nursing Home,1064,Tilbury,CHATHAM-KENT,1,1
2021-12-31,Village on the Ridge,2765,Ridgetown,CHATHAM-KENT,1,1
2021-12-31,Bay Ridges,2895,Pickering,DURHAM,1,1
2021-12-31,Bon Air Long Term Care Residence,2613,Cannington,DURHAM,0.98,0.98
2021-12-31,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,DURHAM,1,1
2021-12-31,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,DURHAM,1,1
2021-12-31,Extendicare Oshawa,2439,Oshawa,DURHAM,1,1
2021-12-31,Fairview Lodge,M522,Whitby,DURHAM,1,1
2021-12-31,Fosterbrooke,2625,Newcastle,DURHAM,1,0.99
2021-12-31,Glen Hill Terrace,3053,Whitby,DURHAM,1,1
2021-12-31,Hillsdale Estates,M539,Oshawa,DURHAM,1,0.97
2021-12-31,Hillsdale Terraces,M630,Oshawa,DURHAM,1,1
2021-12-31,Lakeview Manor,M546,Beaverton,DURHAM,1,1
2021-12-31,Orchard Villa,2693,Pickering,DURHAM,1,1
2021-12-31,Port Perry Place,2629,Port Perry,DURHAM,1,1
2021-12-31,ReachView Village,2635,Uxbridge,DURHAM,1,1
2021-12-31,Sunnycrest Nursing Home,1013,Whitby,DURHAM,0.99,0.99
2021-12-31,The Village of Taunton Mills,2902,Whitby,DURHAM,1,1
2021-12-31,Thorntonview,2534,Oshawa,DURHAM,1,1
2021-12-31,Winbourne Park,2871,Ajax,DURHAM,1,1
2021-12-31,Caressant Care Bourget,1160,Bourget,EASTERN ONTARIO,1,1
2021-12-31,Centre d'Accueil Roger Seguin,2988,Clarence Creek,EASTERN ONTARIO,1,1
2021-12-31,Champlain Long Term Care Residence,925,L'orignal,EASTERN ONTARIO,1,1
2021-12-31,Dundas Manor Nursing Home,2674,Winchester,EASTERN ONTARIO,1,1
2021-12-31,Foyer St-Viateur Nursing Home,2746,Limoges,EASTERN ONTARIO,1,1
2021-12-31,Glen-Stor-Dun Lodge,M529,Cornwall,EASTERN ONTARIO,1,1
2021-12-31,Heartwood,2088,Cornwall,EASTERN ONTARIO,1,1
2021-12-31,Lancaster Long Term Care Residence,2680,Lancaster,EASTERN ONTARIO,1,1
2021-12-31,Maxville Manor,3000,Maxville,EASTERN ONTARIO,1,1
2021-12-31,Parisien Manor,1131,Cornwall,EASTERN ONTARIO,0.98,0.98
2021-12-31,Pinecrest Nursing Home,2797,Planetagenet,EASTERN ONTARIO,1,1
2021-12-31,Residence Prescott et Russell,M567,Hawkesbury,EASTERN ONTARIO,0.99,0.99
2021-12-31,Sandfield Place,2778,Cornwall,EASTERN ONTARIO,1,1
2021-12-31,St. Jacques Nursing Home,2691,Embrun,EASTERN ONTARIO,1,1
2021-12-31,St. Joseph's Continuing Care Centre,3012,Cornwall,EASTERN ONTARIO,1,1
2021-12-31,The Palace,2642,Alexandria,EASTERN ONTARIO,1,1
2021-12-31,Tsiionkwanonhsote,2800,Akwesasne,EASTERN ONTARIO,0.98,0.98
2021-12-31,Woodland Villa,2743,Long Sault,EASTERN ONTARIO,1,1
2021-12-31,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,M507,Walkerton,GREY-BRUCE,1,1
2021-12-31,Country Lane Long Term Care Residence,1027,Chatsworth,GREY-BRUCE,1,1
2021-12-31,Elgin Abbey,2725,Chesley,GREY-BRUCE,1,1
2021-12-31,Errinrung,2513,Thornbury,GREY-BRUCE,1,1
2021-12-31,Georgian Heights,2638,Owen Sound,GREY-BRUCE,1,1
2021-12-31,Golden Dawn Nursing Home,2705,Lion's Head,GREY-BRUCE,1,1
2021-12-31,Grey Gables Home for the Aged,M606,Markdale,GREY-BRUCE,1,1
2021-12-31,Hanover Care Centre,2770,Hanover,GREY-BRUCE,1,1
2021-12-31,Lee Manor Home,M549,Owen Sound,GREY-BRUCE,1,1
2021-12-31,Maple View,2690,Owen Sound,GREY-BRUCE,1,1
2021-12-31,Meaford Long Term Care - a peopleCare Community,2612,Meaford,GREY-BRUCE,1,1
2021-12-31,Parkview Manor Health Care Centre,1053,Chesley,GREY-BRUCE,1,1
2021-12-31,Pinecrest Manor,2600,Lucknow,GREY-BRUCE,1,1
2021-12-31,Rockwood Terrace Home for the Aged,M570,Durham,GREY-BRUCE,0.99,0.99
2021-12-31,Southampton Care Centre,2597,Southampton,GREY-BRUCE,1,1
2021-12-31,Summit Place,2624,Owen Sound,GREY-BRUCE,1,1
2021-12-31,The Village Seniors Community,2599,Hanover,GREY-BRUCE,1,1
2021-12-31,Trillium Court,2773,Kincardine,GREY-BRUCE,1,1
2021-12-31,Anson Place Care Centre,2786,Hagersville,HALDIMAND-NORFOLK,1,1
2021-12-31,Caressant Care Courtland,2826,Courtland,HALDIMAND-NORFOLK,1,1
2021-12-31,Cedarwood Village,2768,Simcoe,HALDIMAND-NORFOLK,1,1
2021-12-31,Delhi Long Term Care Centre,2660,Delhi,HALDIMAND-NORFOLK,1,1
2021-12-31,Dover Cliffs,1056,Port Dover,HALDIMAND-NORFOLK,1,1
2021-12-31,Edgewater Gardens Long Term Care Centre,2963,Dunnville,HALDIMAND-NORFOLK,1,1
2021-12-31,Gardenview Long Term Care Home,2961,Townsend,HALDIMAND-NORFOLK,1,1
2021-12-31,Grandview Lodge / Dunnville,M532,Dunnville,HALDIMAND-NORFOLK,0.99,0.99
2021-12-31,Norview Lodge,M624,Simcoe,HALDIMAND-NORFOLK,1,1
2021-12-31,The Norfolk Hospital Nursing Home,2621,Simcoe,HALDIMAND-NORFOLK,1,1
2021-12-31,Burnbrae Gardens Long Term Care Residence,2686,Campbellford,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Caressant Care Lindsay Nursing Home,2701,Lindsay,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Caressant Care on McLaughlin Road,2916,Lindsay,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Case Manor Care Community,958,Bobcaygeon,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Extendicare Cobourg (The Landmark),2851,Cobourg,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Extendicare Haliburton,2644,Haliburton,HALIBURTON KAWARTHA PR,0.99,0.99
2021-12-31,Extendicare Kawartha Lakes,2838,Lindsay,HALIBURTON KAWARTHA PR,0.99,0.99
2021-12-31,Extendicare Port Hope,2925,Port Hope,HALIBURTON KAWARTHA PR,0.99,0.99
2021-12-31,Fenelon Court,2850,Fenelon Falls,HALIBURTON KAWARTHA PR,0.99,0.99
2021-12-31,Frost Manor,2703,Lindsay,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Golden Plough Lodge,M531,Cobourg,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Highland Wood,3030,Haliburton,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Hope Street Terrace,3050,Port Hope,HALIBURTON KAWARTHA PR,0.99,0.99
2021-12-31,Hyland Crest,2639,Minden,HALIBURTON KAWARTHA PR,0.97,0.97
2021-12-31,Maplewood,2717,Brighton,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Pinecrest Nursing Home (Bobcaygeon),2731,Bobcaygeon,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Regency,2511,Port Hope,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Streamway Villa,2666,Cobourg,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Victoria Manor Home for the Aged,M589,Lindsay,HALIBURTON KAWARTHA PR,1,1
2021-12-31,Warkworth Place,2803,Warkworth,HALIBURTON KAWARTHA PR,0.97,0.97
2021-12-31,Allendale,M536,Milton,HALTON,1,1
2021-12-31,Bennett Health Care Centre,2816,Georgetown,HALTON,1,1
2021-12-31,Billings Court Manor,2938,Burlington,HALTON,1,1
